Price,Close,High,Low,Open,Volume,SMA_2,SMA_5,EMA_5,EMA_8,RSI_7,ATR_10,ADX_10,CCI_10,MACD,MACD_signal,MACD_hist,STOCH_slowk,STOCH_slowd,BB_upper,BB_middle,BB_lower
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,,,,,,,,,,,,
Datetime,,,,,,,,,,,,,,,,,,,,,
2025-03-17 10:50:00+05:30,22478.75,22485.650390625,22474.69921875,22481.44921875,0,22480.0,22472.88984375,22479.741542105785,22485.851344118266,40.627640564710546,20.698610596440822,19.37542102322326,-44.6518078004319,-14.829727316755452,-15.627670665581732,0.7979433488262799,51.59296103750564,31.41714967803648,22560.844829079164,22504.264229910714,22447.683630742264
2025-03-17 10:55:00+05:30,22496.900390625,22500.30078125,22478.05078125,22478.19921875,0,22487.8251953125,22478.05,22485.461158278857,22488.30668778643,53.66773766156967,20.85374953679674,18.096497945870844,21.140672270247748,-10.589267154700792,-13.612309261229356,3.023042106528564,70.64804420516664,50.82321697700096,22554.83459350629,22501.3427734375,22447.85095336871
2025-03-17 11:00:00+05:30,22494.80078125,22505.80078125,22494.80078125,22496.900390625,0,22495.8505859375,22484.830078125,22488.574365935903,22489.749819667224,52.12275642798737,19.868374583117067,17.518805828200737,80.89376886325553,-7.8607962660062185,-11.311704063140102,3.4509077971338833,78.8849860896682,67.04199711078016,22550.09879324351,22498.87137276786,22447.64395229221
2025-03-17 11:05:00+05:30,22492.05078125,22496.69921875,22480.80078125,22494.599609375,0,22493.42578125,22488.750390625,22489.733171040603,22490.261144463395,49.92650495683252,19.47138087480536,16.19632197270282,40.594128530033316,-6.2623122008444625,-9.291947318221846,3.0296351173773832,76.26958943162188,75.2675399088189,22539.063378586827,22495.0107421875,22450.958105788173
2025-03-17 11:10:00+05:30,22477.55078125,22493.0,22475.75,22493.0,0,22484.80078125,22488.010546875,22485.672374443737,22487.436619304863,39.64935082553716,19.249242787324825,15.54178266501837,-1.0301573931837231,-7.099472479283577,-8.414957382646538,1.315484903362961,48.516835362254874,67.890470294515,22529.137317464712,22490.81082589286,22452.484334321005
2025-03-17 11:15:00+05:30,22480.849609375,22484.849609375,22470.849609375,22477.900390625,0,22479.2001953125,22488.43046875,22484.064786087492,22485.97283932045,42.77585828080765,18.72431850859234,15.466844159668407,-19.04937811328865,-6.85098404090968,-7.789368045951795,0.9383840050421153,31.99569256888175,52.260705787586176,22514.40363557198,22486.66796875,22458.93230192802
2025-03-17 11:20:00+05:30,22489.19921875,22490.55078125,22474.150390625,22480.44921875,0,22485.0244140625,22486.890234375,22485.776263641663,22486.689812527016,50.368428366106976,18.491925720233105,14.612824096661395,25.393793664051234,-5.22641492135881,-6.7641867961146005,1.5377718747557907,30.09353102846231,36.86868631986632,22508.49705190199,22484.939313616072,22461.381575330153
2025-03-17 11:25:00+05:30,22497.849609375,22498.099609375,22485.099609375,22489.19921875,0,22493.5244140625,22487.5,22489.800712219443,22489.169767382125,57.227842583332624,17.942733148209793,13.438083227171129,85.57280784911366,-2.7826876192266354,-5.171587125359414,2.3888995061327787,60.06487042576771,40.71803134103726,22507.842507366357,22484.75,22461.657492633643
2025-03-17 11:30:00+05:30,22499.0,22500.349609375,22493.75,22497.5,0,22498.4248046875,22488.88984375,22492.86714147963,22491.35426351943,58.12575179809026,16.808420770888812,12.666737935481589,100.94243304800935,-1.0086074421378726,-3.5063952520707975,2.497787809932925,82.33610676419353,57.49816940614119,22506.823017901363,22484.485770089286,22462.14852227721
2025-03-17 11:35:00+05:30,22522.55078125,22529.099609375,22497.94921875,22498.849609375,0,22510.775390625,22497.88984375,22502.761688069753,22498.286823015114,72.1097305717439,18.24261775629993,14.751180952607786,202.4598200629016,3.483129066982656,-0.7105855244494159,4.193714591432071,94.42166612762774,78.940881105863,22516.50437258462,22486.80008370536,22457.0957948261
2025-03-17 11:40:00+05:30,22517.69921875,22530.69921875,22515.25,22522.55078125,0,22520.125,22505.259765625,22507.74086496317,22502.60068873398,66.75211137789316,17.963277855669936,16.746160354995926,164.97572928976436,5.397922937179828,1.7328178602022817,3.6651050769775466,87.06448247735663,87.94075178972598,22522.383635914044,22490.12862723214,22457.87361855024
2025-03-17 11:45:00+05:30,22510.94921875,22519.849609375,22510.349609375,22517.400390625,0,22514.32421875,22509.609765625,22508.810316225445,22504.455917626427,59.56819392240277,17.11695007010294,17.768260912501795,90.23351882268055,5.385636615374096,3.1939453622710077,2.1916912531030888,74.15220664463614,85.21278508320684,22523.183010436456,22493.703543526786,22464.224076617116
2025-03-17 11:50:00+05:30,22494.94921875,22511.099609375,22494.400390625,22510.75,0,22502.94921875,22509.0296875,22504.189950400298,22502.343317876108,45.90579798301856,17.075176938092646,16.505187040173652,12.762709214556716,2.8725781891516817,3.0653984930232774,-0.19282030387159566,45.64827651288463,68.95498854495914,22522.330684605753,22495.310686383928,22468.290688162102
