Price,Close,High,Low,Open,High-Low,Open-Close,Volume,SMA_2,SMA_5,EMA_5,EMA_8,RSI_7,ATR_10,ADX_10,CCI_10,MACD,MACD_signal,MACD_hist,STOCH_slowk,STOCH_slowd,BB_upper,BB_middle,BB_lower
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,,,^NSEBANK,,,,,,,,,,,,,,,,
Datetime,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17 11:30:00+05:30,48414.80078,48432.85156,48407.35156,48429.60156,25.5,14.80078125,0,48422.22461,48418.86016,48414.72628,48406.33563,61.27518175,40.45351459,31.35360282,63.27824151,16.96189925,16.32338411,0.638515139,60.85163578,65.87437759,48453.99871,48379.70006,48305.40141
2025-03-17 11:35:00+05:30,48458.14844,48468.05078,48413.69922,48415.5,54.3515625,-42.6484375,0,48436.47461,48427.38984,48429.20033,48417.84959,73.857678,41.84331938,33.59705442,125.3442837,21.14789617,18.25318893,2.894707236,66.17655505,63.79680815,48470.07132,48385.61077,48301.15022
2025-03-17 11:40:00+05:30,48448.80078,48481.35156,48440.80078,48457.25,40.55078125,8.44921875,0,48453.47461,48436.1,48435.73381,48424.72763,68.2764204,41.71406557,36.01234153,146.3360525,21.51219253,19.55679037,1.955402156,63.5446131,63.52426798,48478.0824,48394.23577,48310.38914
2025-03-17 11:45:00+05:30,48435.85156,48459.55078,48435.85156,48448.60156,23.69921875,12.75,0,48442.32617,48437.45,48435.77306,48427.19961,60.84534909,39.91258088,37.64609379,86.12434893,19.00729404,19.33699184,-0.329697795,62.8150499,64.17873935,48481.01386,48401.39314,48321.77241
2025-03-17 11:50:00+05:30,48404.39844,48442.39844,48401.14844,48435.69922,41.25,31.30078125,0,48420.125,48432.4,48425.31485,48422.13269,46.50278824,40.0463228,35.90881245,-44.27610846,12.20457124,16.4840236,-4.279452361,34.92763634,53.76243311,48474.97578,48406.93583,48338.89587
2025-03-17 11:55:00+05:30,48409.44922,48411.55078,48367.85156,48404,43.69921875,-5.44921875,0,48406.92383,48431.32969,48420.02631,48419.31414,48.76537092,40.41161239,32.49537206,-131.1475312,8.263033321,13.19562749,-4.932594167,26.40521403,41.38263342,48467.80715,48412.16071,48356.51428
2025-03-17 12:00:00+05:30,48418.44922,48435.19922,48404.55078,48409.60156,30.6484375,-8.84765625,0,48413.94922,48423.38984,48419.50061,48419.12193,52.90602894,39.4352949,30.354605,-30.56234112,6.798294461,10.63669428,-3.838399816,28.42718713,29.9200125,48462.84801,48416.59626,48370.34451
2025-03-17 12:05:00+05:30,48457.69922,48462.80078,48417.89844,48419.14844,44.90234375,-38.55078125,0,48438.07422,48425.16953,48432.23348,48427.69466,66.62834579,39.98199979,29.67993344,73.76396996,11.23117702,10.87448737,0.356689644,58.61880413,37.81706843,48466.77959,48422.59626,48378.41293
2025-03-17 12:10:00+05:30,48458.05078,48469.25,48440.55078,48456.75,28.69921875,-1.30078125,0,48457.875,48429.60938,48440.83925,48434.44047,66.72965039,38.85372168,29.3421522,89.79220702,13.53699457,11.93949025,1.597504319,76.05391012,54.36663379,48467.09808,48428.62835,48390.15862
2025-03-17 12:15:00+05:30,48422.75,48457.89844,48414,48457.64844,43.8984375,34.8984375,0,48440.40039,48433.27969,48434.8095,48431.84259,49.22463492,39.37342764,27.28358494,-6.156956109,9.353220465,10.90498234,-1.551761873,79.24120091,71.30463839,48467.09119,48429.1356,48391.18001
2025-03-17 12:20:00+05:30,48394.55078,48425.75,48394.55078,48421.55078,31.19921875,27,0,48408.65039,48430.3,48421.38993,48423.55552,39.55438255,38.55600675,24.78435459,-98.59606784,2.381502191,7.495590279,-5.114088088,47.69884686,67.66465263,48469.11565,48427.63923,48386.16281
2025-03-17 12:25:00+05:30,48410.14844,48411.05078,48350.05078,48395.80078,61,-14.34765625,0,48402.34961,48428.63984,48417.64276,48420.57617,46.35507319,40.80040608,24.54045208,-114.8649158,0.244135684,4.595008441,-4.350872757,34.85304416,53.93103064,48468.78115,48427.98912,48387.19709
2025-03-17 12:30:00+05:30,48358.5,48411.5,48358.5,48409.89844,53,51.3984375,0,48384.32422,48408.8,48397.92851,48406.78146,32.31122205,42.02036547,24.2928394,-131.1259466,-8.452768991,-0.624102532,-7.828666459,19.16871484,33.90686862,48477.1822,48422.94615,48368.7101
2025-03-17 12:35:00+05:30,48367.89844,48375.30078,48343.5,48356.64844,31.80078125,-11.25,0,48363.19922,48390.76953,48387.91849,48398.14079,36.40175006,40.99840705,24.6819674,-133.0005885,-12.0897596,-5.210365358,-6.87939424,26.27791377,26.76655759,48479.50004,48418.53544,48357.57083
2025-03-17 12:40:00+05:30,48390.25,48392.10156,48360.55078,48367.39844,31.55078125,-22.8515625,0,48379.07422,48384.26953,48388.69566,48396.38728,45.53416947,40.05364447,23.89104574,-66.54941548,-10.62994861,-7.378198659,-3.25174995,28.41827327,24.62163396,48479.46344,48416.78181,48354.10017
2025-03-17 12:45:00+05:30,48349.14844,48391.10156,48349.14844,48390.55078,41.953125,41.40234375,0,48369.69922,48375.18906,48375.51325,48385.88976,34.81041017,40.24359252,23.70278449,-93.44527119,-15.17396311,-10.49650444,-4.677458672,28.82434277,27.8401766,48476.11196,48408.99609,48341.88023
2025-03-17 12:50:00+05:30,48355.19922,48357.14844,48331.85156,48350.19922,25.296875,-5,0,48352.17383,48364.19922,48368.74191,48379.06964,37.34476215,38.74892077,24.28103415,-103.151619,-16.47227005,-12.88681068,-3.585459367,31.48627348,29.5762965,48470.86634,48402.31027,48333.75419
2025-03-17 12:55:00+05:30,48374,48385.89844,48353.30078,48356.60156,32.59765625,-17.3984375,0,48364.59961,48367.29922,48370.4946,48377.94305,45.08400965,38.13379432,22.85375159,-44.89546385,-13.90898841,-13.29568177,-0.613306633,35.85860917,32.05640847,48465.19326,48397.8923,48330.59134
2025-03-17 13:00:00+05:30,48359.85156,48382.64844,48335.55078,48375.30078,47.09765625,15.44921875,0,48366.92578,48365.68984,48366.94692,48373.92272,40.67310148,39.03018051,22.41093228,-69.88362481,-13.79312384,-13.4946586,-0.298465241,48.58077694,38.64188653,48464.64094,48394.71038,48324.77982
